b_id,b_ts,pickup_datetime_same_time,pickup_datetime_1min,which_week,dist_bin,rides_per_minute,sequence,which_week_dummy,before_after_rain_dummy,within_two_hours_dummy
0,2010-01-17 11:51:00,2010-01-17 08:54:00,2010-01-10 08:54:00,Week before,63.75,151,12164,0,0,0
0,2010-01-17 11:51:00,2010-01-17 08:54:00,2010-01-17 08:54:00,Current week,63.75,140,11884,8,0,0
0,2010-01-17 11:51:00,2010-01-17 08:54:00,2010-01-24 08:54:00,Week after,63.75,168,13608,0,9,0
0,2010-01-17 11:51:00,2010-01-17 08:55:00,2010-01-10 08:55:00,Week before,63.75,175,13761,0,0,0
0,2010-01-17 11:51:00,2010-01-17 08:55:00,2010-01-17 08:55:00,Current week,31.75,146,10451,7,0,0
0,2010-01-17 11:51:00,2010-01-17 08:55:00,2010-01-24 08:55:00,Week after,63.5,152,12164,0,8,0
0,2010-01-17 11:51:00,2010-01-17 08:56:00,2010-01-10 08:56:00,Week before,63.75,181,13842,0,0,0
0,2010-01-17 11:51:00,2010-01-17 08:56:00,2010-01-17 08:56:00,Current week,63.5,128,12004,8,0,0
0,2010-01-17 11:51:00,2010-01-17 08:56:00,2010-01-24 08:56:00,Week after,63.75,162,13761,0,9,0
0,2010-01-17 11:51:00,2010-01-17 08:57:00,2010-01-10 08:57:00,Week before,63.75,163,13923,0,0,0
0,2010-01-17 11:51:00,2010-01-17 08:57:00,2010-01-17 08:57:00,Current week,63.75,132,13581,9,0,0
0,2010-01-17 11:51:00,2010-01-17 08:57:00,2010-01-24 08:57:00,Week after,63.75,140,13842,0,9,0
0,2010-01-17 11:51:00,2010-01-17 08:58:00,2010-01-10 08:58:00,Week before,63.75,146,14004,0,0,0
0,2010-01-17 11:51:00,2010-01-17 08:58:00,2010-01-17 08:58:00,Current week,63.75,125,13662,9,0,0
0,2010-01-17 11:51:00,2010-01-17 08:58:00,2010-01-24 08:58:00,Week after,63.5,168,12372,0,8,0
0,2010-01-17 11:51:00,2010-01-17 08:59:00,2010-01-10 08:59:00,Week before,63.75,157,14085,0,0,0
0,2010-01-17 11:51:00,2010-01-17 08:59:00,2010-01-17 08:59:00,Current week,63.5,128,12212,8,0,0
0,2010-01-17 11:51:00,2010-01-17 08:59:00,2010-01-24 08:59:00,Week after,63.75,143,13995,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:00:00,2010-01-10 09:00:00,Week before,63.5,163,11011,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:00:00,2010-01-17 09:00:00,Current week,63.5,137,10738,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:00:00,2010-01-24 09:00:00,Week after,63.5,138,12508,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:01:00,2010-01-10 09:01:00,Week before,63.75,149,14229,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:01:00,2010-01-17 09:01:00,Current week,63.75,147,12332,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:01:00,2010-01-24 09:01:00,Week after,63.5,153,10997,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:02:00,2010-01-10 09:02:00,Week before,63.75,146,14310,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:02:00,2010-01-17 09:02:00,Current week,63.5,137,10843,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:02:00,2010-01-24 09:02:00,Week after,63.75,148,12628,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:03:00,2010-01-10 09:03:00,Week before,63.75,145,12788,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:03:00,2010-01-17 09:03:00,Current week,63.5,135,12452,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:03:00,2010-01-24 09:03:00,Week after,63.75,139,14283,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:04:00,2010-01-10 09:04:00,Week before,63.5,172,12852,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:04:00,2010-01-17 09:04:00,Current week,63.75,136,14085,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:04:00,2010-01-24 09:04:00,Week after,63.75,136,12764,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:05:00,2010-01-10 09:05:00,Week before,31.75,150,11298,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:05:00,2010-01-17 09:05:00,Current week,63.5,152,12588,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:05:00,2010-01-24 09:05:00,Week after,63.75,148,12828,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:06:00,2010-01-10 09:06:00,Week before,63.75,161,14598,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:06:00,2010-01-17 09:06:00,Current week,63.75,129,14238,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:06:00,2010-01-24 09:06:00,Week after,63.5,160,12892,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:07:00,2010-01-10 09:07:00,Week before,63.75,143,14679,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:07:00,2010-01-17 09:07:00,Current week,63.5,126,11130,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:07:00,2010-01-24 09:07:00,Week after,63.75,158,12956,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:08:00,2010-01-10 09:08:00,Week before,63.75,169,14760,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:08:00,2010-01-17 09:08:00,Current week,63.75,147,14382,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:08:00,2010-01-24 09:08:00,Week after,63.5,165,13020,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:09:00,2010-01-10 09:09:00,Week before,63.75,151,13188,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:09:00,2010-01-17 09:09:00,Current week,63.75,120,14463,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:09:00,2010-01-24 09:09:00,Week after,63.75,133,14724,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:10:00,2010-01-10 09:10:00,Week before,63.75,162,14913,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:10:00,2010-01-17 09:10:00,Current week,63.5,151,12924,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:10:00,2010-01-24 09:10:00,Week after,63.5,149,13156,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:11:00,2010-01-10 09:11:00,Week before,63.75,183,13324,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:11:00,2010-01-17 09:11:00,Current week,63.75,145,14616,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:11:00,2010-01-24 09:11:00,Week after,63.5,163,11564,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:12:00,2010-01-10 09:12:00,Week before,63.5,160,13388,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:12:00,2010-01-17 09:12:00,Current week,63.5,153,13060,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:12:00,2010-01-24 09:12:00,Week after,63.75,137,14940,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:13:00,2010-01-10 09:13:00,Week before,63.75,159,15138,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:13:00,2010-01-17 09:13:00,Current week,63.5,165,13124,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:13:00,2010-01-24 09:13:00,Week after,63.5,140,13348,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:14:00,2010-01-10 09:14:00,Week before,63.75,165,13524,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:14:00,2010-01-17 09:14:00,Current week,63.75,168,13188,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:14:00,2010-01-24 09:14:00,Week after,63.75,164,15093,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:15:00,2010-01-10 09:15:00,Week before,63.5,162,13588,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:15:00,2010-01-17 09:15:00,Current week,63.75,146,13252,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:15:00,2010-01-24 09:15:00,Week after,63.5,165,13484,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:16:00,2010-01-10 09:16:00,Week before,63.75,152,13652,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:16:00,2010-01-17 09:16:00,Current week,63.75,137,13316,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:16:00,2010-01-24 09:16:00,Week after,63.5,163,11851,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:17:00,2010-01-10 09:17:00,Week before,63.5,164,13716,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:17:00,2010-01-17 09:17:00,Current week,63.5,151,13380,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:17:00,2010-01-24 09:17:00,Week after,63.5,172,13604,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:18:00,2010-01-10 09:18:00,Week before,63.75,180,15507,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:18:00,2010-01-17 09:18:00,Current week,63.5,140,11760,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:18:00,2010-01-24 09:18:00,Week after,63.5,174,13668,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:19:00,2010-01-10 09:19:00,Week before,63.75,181,15588,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:19:00,2010-01-17 09:19:00,Current week,63.75,157,15192,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:19:00,2010-01-24 09:19:00,Week after,63.75,179,13732,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:20:00,2010-01-10 09:20:00,Week before,63.75,172,15669,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:20:00,2010-01-17 09:20:00,Current week,63.75,155,15273,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:20:00,2010-01-24 09:20:00,Week after,63.75,186,13796,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:21:00,2010-01-10 09:21:00,Week before,63.75,182,15750,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:21:00,2010-01-17 09:21:00,Current week,31.5,163,10227,6,0,0
0,2010-01-17 11:51:00,2010-01-17 09:21:00,2010-01-24 09:21:00,Week after,31.75,149,13860,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:22:00,2010-01-10 09:22:00,Week before,63.75,186,14068,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:22:00,2010-01-17 09:22:00,Current week,63.5,151,13692,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:22:00,2010-01-24 09:22:00,Week after,31.5,186,12180,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:23:00,2010-01-10 09:23:00,Week before,63.75,169,15903,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:23:00,2010-01-17 09:23:00,Current week,63.5,145,13756,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:23:00,2010-01-24 09:23:00,Week after,63.75,179,15732,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:24:00,2010-01-10 09:24:00,Week before,63.5,179,14204,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:24:00,2010-01-17 09:24:00,Current week,63.5,152,12089,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:24:00,2010-01-24 09:24:00,Week after,63.75,172,14052,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:25:00,2010-01-10 09:25:00,Week before,63.5,196,14268,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:25:00,2010-01-17 09:25:00,Current week,63.75,160,15615,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:25:00,2010-01-24 09:25:00,Week after,31.75,176,12348,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:26:00,2010-01-10 09:26:00,Week before,31.75,153,12537,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:26:00,2010-01-17 09:26:00,Current week,63.75,137,13948,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:26:00,2010-01-24 09:26:00,Week after,31.75,184,14172,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:27:00,2010-01-10 09:27:00,Week before,63.75,158,16191,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:27:00,2010-01-17 09:27:00,Current week,63.75,134,14012,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:27:00,2010-01-24 09:27:00,Week after,63.75,179,16020,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:28:00,2010-01-10 09:28:00,Week before,31.75,197,12649,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:28:00,2010-01-17 09:28:00,Current week,31.5,165,10551,6,0,0
0,2010-01-17 11:51:00,2010-01-17 09:28:00,2010-01-24 09:28:00,Week after,63.75,180,16101,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:29:00,2010-01-10 09:29:00,Week before,31.75,187,12698,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:29:00,2010-01-17 09:29:00,Current week,31.5,167,12355,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:29:00,2010-01-24 09:29:00,Week after,63.5,177,14380,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:30:00,2010-01-10 09:30:00,Week before,31.75,189,14572,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:30:00,2010-01-17 09:30:00,Current week,63.75,151,15957,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:30:00,2010-01-24 09:30:00,Week after,63.75,185,14444,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:31:00,2010-01-10 09:31:00,Week before,63.75,166,16470,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:31:00,2010-01-17 09:31:00,Current week,63.5,183,12467,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:31:00,2010-01-24 09:31:00,Week after,63.75,188,14508,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:32:00,2010-01-10 09:32:00,Week before,63.5,181,14708,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:32:00,2010-01-17 09:32:00,Current week,63.75,151,14308,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:32:00,2010-01-24 09:32:00,Week after,63.75,196,16398,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:33:00,2010-01-10 09:33:00,Week before,63.75,186,14772,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:33:00,2010-01-17 09:33:00,Current week,63.5,183,12572,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:33:00,2010-01-24 09:33:00,Week after,63.75,183,14644,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:34:00,2010-01-10 09:34:00,Week before,63.75,197,16695,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:34:00,2010-01-17 09:34:00,Current week,63.5,184,14428,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:34:00,2010-01-24 09:34:00,Week after,63.75,179,16551,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:35:00,2010-01-10 09:35:00,Week before,63.75,193,16776,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:35:00,2010-01-17 09:35:00,Current week,63.75,171,16308,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:35:00,2010-01-24 09:35:00,Week after,63.75,195,16632,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:36:00,2010-01-10 09:36:00,Week before,63.75,210,16857,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:36:00,2010-01-17 09:36:00,Current week,63.75,160,16389,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:36:00,2010-01-24 09:36:00,Week after,63.75,194,14852,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:37:00,2010-01-10 09:37:00,Week before,63.75,215,16938,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:37:00,2010-01-17 09:37:00,Current week,63.5,145,14636,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:37:00,2010-01-24 09:37:00,Week after,63.75,199,16785,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:38:00,2010-01-10 09:38:00,Week before,63.75,195,15124,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:38:00,2010-01-17 09:38:00,Current week,63.75,187,14700,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:38:00,2010-01-24 09:38:00,Week after,63.5,230,13111,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:39:00,2010-01-10 09:39:00,Week before,63.75,237,17091,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:39:00,2010-01-17 09:39:00,Current week,63.5,174,12915,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:39:00,2010-01-24 09:39:00,Week after,63.5,190,13160,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:40:00,2010-01-10 09:40:00,Week before,63.5,245,13349,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:40:00,2010-01-17 09:40:00,Current week,63.5,194,12964,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:40:00,2010-01-24 09:40:00,Week after,63.75,225,16992,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:41:00,2010-01-10 09:41:00,Week before,63.75,211,17235,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:41:00,2010-01-17 09:41:00,Current week,63.5,208,14876,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:41:00,2010-01-24 09:41:00,Week after,63.75,212,17073,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:42:00,2010-01-10 09:42:00,Week before,31.5,224,13461,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:42:00,2010-01-17 09:42:00,Current week,63.75,211,14940,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:42:00,2010-01-24 09:42:00,Week after,63.75,216,17154,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:43:00,2010-01-10 09:43:00,Week before,63.75,233,15444,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:43:00,2010-01-17 09:43:00,Current week,63.75,201,15004,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:43:00,2010-01-24 09:43:00,Week after,63.75,214,15316,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:44:00,2010-01-10 09:44:00,Week before,31.75,232,13566,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:44:00,2010-01-17 09:44:00,Current week,63.75,209,16956,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:44:00,2010-01-24 09:44:00,Week after,63.5,243,15380,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:45:00,2010-01-10 09:45:00,Week before,63.75,221,17514,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:45:00,2010-01-17 09:45:00,Current week,63.5,217,15140,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:45:00,2010-01-24 09:45:00,Week after,31.75,225,13510,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:46:00,2010-01-10 09:46:00,Week before,63.5,254,13678,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:46:00,2010-01-17 09:46:00,Current week,63.75,206,17109,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:46:00,2010-01-24 09:46:00,Week after,96.75,238,17442,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:47:00,2010-01-10 09:47:00,Week before,31.75,253,15692,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:47:00,2010-01-17 09:47:00,Current week,63.75,211,17190,9,0,0
0,2010-01-17 11:51:00,2010-01-17 09:47:00,2010-01-24 09:47:00,Week after,63.5,245,15572,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:48:00,2010-01-10 09:48:00,Week before,63.5,230,13783,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:48:00,2010-01-17 09:48:00,Current week,63.75,235,15348,8,0,0
0,2010-01-17 11:51:00,2010-01-17 09:48:00,2010-01-24 09:48:00,Week after,63.75,262,17595,0,9,0
0,2010-01-17 11:51:00,2010-01-17 09:49:00,2010-01-10 09:49:00,Week before,63.75,239,15812,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:49:00,2010-01-17 09:49:00,Current week,31.75,219,13482,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:49:00,2010-01-24 09:49:00,Week after,63.5,249,13741,0,7,0
0,2010-01-17 11:51:00,2010-01-17 09:50:00,2010-01-10 09:50:00,Week before,63.75,283,15876,0,0,0
0,2010-01-17 11:51:00,2010-01-17 09:50:00,2010-01-17 09:50:00,Current week,31.5,241,13531,7,0,0
0,2010-01-17 11:51:00,2010-01-17 09:50:00,2010-01-24 09:50:00,Week after,63.75,261,15764,0,8,0
0,2010-01-17 11:51:00,2010-01-17 09:51:00,2010-01-10 09:51:00,Week before,63.75,233,17937,0,0,9
0,2010-01-17 11:51:00,2010-01-17 09:51:00,2010-01-17 09:51:00,Current week,31.75,228,15524,8,0,8
0,2010-01-17 11:51:00,2010-01-17 09:51:00,2010-01-24 09:51:00,Week after,31.75,243,15828,0,8,8
0,2010-01-17 11:51:00,2010-01-17 09:52:00,2010-01-10 09:52:00,Week before,63.75,255,18018,0,0,9
0,2010-01-17 11:51:00,2010-01-17 09:52:00,2010-01-17 09:52:00,Current week,63.75,246,15588,8,0,8
0,2010-01-17 11:51:00,2010-01-17 09:52:00,2010-01-24 09:52:00,Week after,63.75,244,15892,0,8,8
0,2010-01-17 11:51:00,2010-01-17 09:53:00,2010-01-10 09:53:00,Week before,63.75,267,18099,0,0,9
0,2010-01-17 11:51:00,2010-01-17 09:53:00,2010-01-17 09:53:00,Current week,63.75,215,17613,9,0,9
0,2010-01-17 11:51:00,2010-01-17 09:53:00,2010-01-24 09:53:00,Week after,63.75,269,17955,0,9,9
0,2010-01-17 11:51:00,2010-01-17 09:54:00,2010-01-10 09:54:00,Week before,63.75,232,18180,0,0,9
0,2010-01-17 11:51:00,2010-01-17 09:54:00,2010-01-17 09:54:00,Current week,63.75,235,17694,9,0,9
0,2010-01-17 11:51:00,2010-01-17 09:54:00,2010-01-24 09:54:00,Week after,63.75,283,16028,0,8,8
0,2010-01-17 11:51:00,2010-01-17 09:55:00,2010-01-10 09:55:00,Week before,63.75,243,16228,0,0,8
0,2010-01-17 11:51:00,2010-01-17 09:55:00,2010-01-17 09:55:00,Current week,63.75,220,15796,8,0,8
0,2010-01-17 11:51:00,2010-01-17 09:55:00,2010-01-24 09:55:00,Week after,63.5,239,16092,0,8,8
0,2010-01-17 11:51:00,2010-01-17 09:56:00,2010-01-10 09:56:00,Week before,31.75,252,16292,0,0,8
0,2010-01-17 11:51:00,2010-01-17 09:56:00,2010-01-17 09:56:00,Current week,63.5,238,13874,7,0,7
0,2010-01-17 11:51:00,2010-01-17 09:56:00,2010-01-24 09:56:00,Week after,31.75,280,14133,0,7,7
0,2010-01-17 11:51:00,2010-01-17 09:57:00,2010-01-10 09:57:00,Week before,63.75,251,18405,0,0,9
0,2010-01-17 11:51:00,2010-01-17 09:57:00,2010-01-17 09:57:00,Current week,63.75,206,17910,9,0,9
0,2010-01-17 11:51:00,2010-01-17 09:57:00,2010-01-24 09:57:00,Week after,63.75,234,18243,0,9,9
0,2010-01-17 11:51:00,2010-01-17 09:58:00,2010-01-10 09:58:00,Week before,63.75,232,16428,0,0,8
0,2010-01-17 11:51:00,2010-01-17 09:58:00,2010-01-17 09:58:00,Current week,63.75,253,17991,9,0,9
0,2010-01-17 11:51:00,2010-01-17 09:58:00,2010-01-24 09:58:00,Week after,63.75,248,16284,0,8,8
0,2010-01-17 11:51:00,2010-01-17 09:59:00,2010-01-10 09:59:00,Week before,63.75,236,18558,0,0,9
0,2010-01-17 11:51:00,2010-01-17 09:59:00,2010-01-17 09:59:00,Current week,63.5,210,14049,7,0,7
0,2010-01-17 11:51:00,2010-01-17 09:59:00,2010-01-24 09:59:00,Week after,63.75,242,18396,0,9,9
0,2010-01-17 11:51:00,2010-01-17 10:00:00,2010-01-10 10:00:00,Week before,63.75,257,16564,0,0,8
0,2010-01-17 11:51:00,2010-01-17 10:00:00,2010-01-17 10:00:00,Current week,63.5,228,16116,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:00:00,2010-01-24 10:00:00,Week after,63.75,231,16420,0,8,8
0,2010-01-17 11:51:00,2010-01-17 10:01:00,2010-01-10 10:01:00,Week before,63.75,252,18711,0,0,9
0,2010-01-17 11:51:00,2010-01-17 10:01:00,2010-01-17 10:01:00,Current week,63.5,224,16180,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:01:00,2010-01-24 10:01:00,Week after,63.75,250,18549,0,9,9
0,2010-01-17 11:51:00,2010-01-17 10:02:00,2010-01-10 10:02:00,Week before,63.75,250,16700,0,0,8
0,2010-01-17 11:51:00,2010-01-17 10:02:00,2010-01-17 10:02:00,Current week,63.75,218,16244,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:02:00,2010-01-24 10:02:00,Week after,31.75,247,16556,0,8,8
0,2010-01-17 11:51:00,2010-01-17 10:03:00,2010-01-10 10:03:00,Week before,63.75,217,18864,0,0,9
0,2010-01-17 11:51:00,2010-01-17 10:03:00,2010-01-17 10:03:00,Current week,31.5,197,14266,7,0,7
0,2010-01-17 11:51:00,2010-01-17 10:03:00,2010-01-24 10:03:00,Week after,63.75,232,18702,0,9,9
0,2010-01-17 11:51:00,2010-01-17 10:04:00,2010-01-10 10:04:00,Week before,63.75,252,18945,0,0,9
0,2010-01-17 11:51:00,2010-01-17 10:04:00,2010-01-17 10:04:00,Current week,63.75,221,16364,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:04:00,2010-01-24 10:04:00,Week after,63.5,268,16692,0,8,8
0,2010-01-17 11:51:00,2010-01-17 10:05:00,2010-01-10 10:05:00,Week before,63.5,194,14791,0,0,7
0,2010-01-17 11:51:00,2010-01-17 10:05:00,2010-01-17 10:05:00,Current week,63.75,212,16428,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:05:00,2010-01-24 10:05:00,Week after,63.75,240,18855,0,9,9
0,2010-01-17 11:51:00,2010-01-17 10:06:00,2010-01-10 10:06:00,Week before,63.75,216,16964,0,0,8
0,2010-01-17 11:51:00,2010-01-17 10:06:00,2010-01-17 10:06:00,Current week,63.75,217,18558,9,0,9
0,2010-01-17 11:51:00,2010-01-17 10:06:00,2010-01-24 10:06:00,Week after,63.75,257,18936,0,9,9
0,2010-01-17 11:51:00,2010-01-17 10:07:00,2010-01-10 10:07:00,Week before,63.75,230,17028,0,0,8
0,2010-01-17 11:51:00,2010-01-17 10:07:00,2010-01-17 10:07:00,Current week,63.75,198,18639,9,0,9
0,2010-01-17 11:51:00,2010-01-17 10:07:00,2010-01-24 10:07:00,Week after,63.75,235,19017,0,9,9
0,2010-01-17 11:51:00,2010-01-17 10:08:00,2010-01-10 10:08:00,Week before,63.75,248,19233,0,0,9
0,2010-01-17 11:51:00,2010-01-17 10:08:00,2010-01-17 10:08:00,Current week,63.5,233,16636,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:08:00,2010-01-24 10:08:00,Week after,63.5,240,14847,0,7,7
0,2010-01-17 11:51:00,2010-01-17 10:09:00,2010-01-10 10:09:00,Week before,63.75,251,19314,0,0,9
0,2010-01-17 11:51:00,2010-01-17 10:09:00,2010-01-17 10:09:00,Current week,63.5,198,16700,8,0,8
0,2010-01-17 11:51:00,2010-01-17 10:09:00,2010-01-24 10:09:00,Week after,63.75,259,17028,0,8,8
0,2010-01-17 11:51:00,2010-01-17 10:10:00,2010-01-10 10:10:00,Week before,63.75,239,19395,0,0,9
0,2010-01-17 11:51:00,2010-01-17 10:10:00,2010-01-17 10:10:00,Current week,63.75,203,18864,9,0,9
0,2010-01-17 11:51:00,2010-01-17 10:10:00,2010-01-24 10:10:00,Week after,63.75,284,19233,0,9,9
